gene_name	MMRF_1879_1_BM_CD138pos_T2_TSMRU_L05344	MMRF_2453_1_BM_CD138pos_T2_TSMRU_L10609
AC073842.19	0.2667	0.1938
AC142528.1	0.796	0.6803
ZRANB2-AS1	0.448	0.3883
MTND5P23	0	0
AC010492.2	0.1519	0.049
SUMO1P3	0.375	0.218
RP11-669M2.2	0	0
CHCHD2P6	0.8672	0.84
AC091153.4	0.0533	0
FNDC1-IT1	0	0
RP4-620E11.4	0.2118	0.2052
RP3-445O10.1	0.1064	0.1374
RPL7L1P3	0	0.0321
WI2-85898F10.1	0.0567	0.1098
ID2-AS1	0	0.0214
AC006335.10	0	0
RP11-1217F2.1	0.0921	0.0223
RP11-83A16.1	0	0.0952
LINC00330	0	0.0108
ANKRD65	0.0086	0.0084
RP1-23E21.2	0	0
RP11-80H5.9	0.1757	0.0851
SETP9	0.9318	0.7168
RP3-450M14.1	0	0
RP11-329A14.1	0.127	0.0176
LINC00094	2.819	3.9025
IFNA12P	0	0
ZSCAN31	0.6808	0.4144
RP11-8J23.1	0	0.0547
RP1-29C18.8	0.161	0.3267
HSPE1P27	0.2311	0.1492
RP11-241I20.4	0	0
CHCHD2P8	0.051	0
AC010731.4	0	0
RP11-9M16.2	1.3181	0.2554
BSN-AS1	0	0
RP11-90L20.2	0.1387	0.0733
RP3-417L20.4	0	0
DSCAM-AS1	0	0
KRT8P17	0	0
AC128709.3	0.0409	0
AC068286.1	0.0488	0
AC013474.4	0.2283	0.1382
FABP7P2	0	0
RP5-1092A11.2	0	0
RPL35AP22	0	0
RP13-146A14.1	0	0
HSP90AB6P	0.0345	0.0335
RP11-374P20.4	0.3455	0.1255
AC003984.1	0	0
RP11-135D11.2	0	0
COX6CP17	0.1233	0.3582
RP1-60O19.1	0	0.0134
RP1-65J11.5	0.0131	0
RP11-533E19.3	0.25	0.1076
RP5-857K21.2	0	0
AC128677.3	0	0
HMGB3P23	0	0
RP11-45I20.1	0	0
RCBTB2P1	0	0
AC114730.2	0	0.0387
RP5-865N13.2	0	0
CTA-280A3__B.2	0	0.0594
TMEM30C	0	0.1984
AC087430.1	0.0062	0.006
RP6-109B7.4	0.4734	0.2038
AC009878.2	0	0
C12orf75	4.3184	0.3609
RP11-410C4.1	0	0
CDK5PS	0.052	0
LINC01440	0	0
RP1-12G14.5	0	0
SMIM1	3.8483	2.57
MTND1P31	0	0
LINC01366	0.0926	0
HGH1	5.1618	7.5433
RPL39P3	28.0651	29.7343
RPL26P37	0.2082	0.2521
LINC00601	0	0
AC009892.2	0	0
RP11-348H3.4	0	0
RP11-613C6.4	0.4881	0.2026
RP5-1056L3.1	0.1102	0.1067
AC103563.7	0	0
RP4-537K23.4	0.1301	0.042
RP1-197O17.3	0	0
NUCB1-AS1	0.1053	0
AC009495.2	4.3323	0.2268
AC006987.4	0	0
PPP1R3E	11.3809	4.8691
RP1-3E10.2	0.2096	0.0406
ZNF33AP1	0	0
CTA-109P11.1	0	0
CYP2C58P	0	0
RP4-763G1.2	0	0
RP11-127L21.1	0	0
LINC01525	0	0
TBC1D3P3	0	0
RP11-121A14.2	4.0719	0.8606
TATDN2P3	0.0062	0
TUBBP6	0	0
RPL7AL3	0	0
CTA-150C2.13	0	0.0977
TMSB10P2	0.3481	0
OR6E1P	0.2965	0.0239
FAM83C-AS1	0	0.1255
RP11-145M4.2	2.4457	0.5574
TSPY26P	1.0808	0.3435
AC092638.2	0	0.0233
CTC-233O10.1	0	0
LINC00401	0	0
RP11-236P24.1	0	0.0859
AC016712.2	0.2413	0.1753
RP11-419N10.5	0	0
VN1R38P	0	0
MRPS18BP2	0	0
IGKV1OR2-1	1.0306	0.1248
RP13-131K19.1	0.8637	0.6359
RP1-151B14.6	0.2172	0.1052
SUMO2P1	0.6423	0.5444
RP1-203C2.4	0	0
AC026185.1	0	0
RP11-108M9.5	0.1796	0
AC010982.2	0	0
AC093716.1	0.0605	0
RP11-761E20.1	0	0
RP11-122K13.12	13.4413	6.316
RP1-5O6.5	0.1536	0.4462
OR13C1P	0	0
RP11-384B12.2	0.8274	0.0707
AC010240.2	0.1703	0.11
TMEM185AP1	0	0.1214
FKBP4P7	0	0
ITGA9-AS1	0.0686	0.0266
AC115115.3	0.5607	0.2414
KDM5C-IT1	0.151	0.0293
RP13-392I16.1	0	0.0312
RPL5P28	0.0329	0.0319
RP11-753C18.8	0	0
AC074117.13	1.0913	0.2226
KDM4E	0	0.0189
AL162759.1	0.0758	0.8439
RP1-90L6.3	0.613	0.0891
FAM103A2P	2.1901	0.1248
RP1-107N3.1	0	0
KRT18P16	0.0352	0.0341
AF127577.8	0	0
ZNF652P1	0	0
RP11-539E19.2	0	0.0552
MCF2L-AS1	1.3131	0.1551
RP11-526P5.2	0	0
DYNLL1P3	0	0.2491
SNORD62A	4.2424	3.3389
SMIM2-IT1	0	0
AP000925.2	0.1259	0
RP11-70C1.3	0.035	0
BRD7P6	0	0
HLA-W	0.6211	0.1146
RP4-796I8.1	0	0
AC114814.3	0	0
RPL7AP25	0	0.0274
FLJ41941	1.8499	2.0705
AC137723.5	0.033	0.1918
FAUP1	2.9192	4.4817
RP11-575L7.8	9.355	2.6053
MRPL53P1	0	0.0692
AC090627.1	0.0581	0.0422
HLA-Z	0	0
RP1-79C4.1	0	0.023
LINC01281	0	0
GAPDHP34	0	0
RP11-82K18.2	0.24	0.1395
GXYLT1P6	0.0384	0.0186
KRTAP19-10P	0	0
HM13-IT1	8.1347	4.9637
LINC00957	3.2142	3.236
RPL23AP69	0.0996	0
DUSP8P5	9.3473	8.0443
AC005037.6	0.5356	0.7412
AC012360.4	0.2368	0.0328
AC007556.3	1.4113	4.5328
COTL1P2	0	0
AC009963.6	0.0938	0.0454
AC006946.12	0.6257	0.6734
RP5-1168A5.1	0.5508	0
RP11-165F24.2	0.1692	0.3605
RP11-366O20.5	0	0.0259
PVRIG2P	0	0
RP1-203C2.3	0	0
AC016723.4	0.0247	0.0479
AC114765.2	0	0
DUSP5P2	0.0662	0.0641
GEMIN2P2	0	0
AC005301.8	0	0
RP1-37M3.8	0.0374	0.0544
RP11-561N12.6	0	0
AF196972.3	0	0
AC114730.11	1.2495	1.286
AC023128.2	0	0
CTA-276O3.4	5.334	0.9042
RP11-381O7.4	0	0.0628
RP11-428G2.1	0	0
RP1-159G19.1	0	0
RP11-399E6.1	0.1553	0.1053
AC016292.1	0	0
SNRPGP10	9.4252	13.842
LINC01055	6.0949	3.6964
SAPCD2P2	0	0
RPL36AP15	1.886	1.2456
DNM1P51	0.0337	0.005
RP4-764D2.1	0.0296	0.0287
RP11-206L10.3	0.0845	0.0636
SSR4P1	1.2197	0.7625
RPEL1	0	0
RP11-388B24.4	0	0
MRPS10P1	0	0
RPL7P31	0	0
RP11-477D19.2	0.5907	0.2432
MTND4P31	0	0.0329
GS1-600G8.5	0	0.2128
RP11-397A15.4	0	0
LINC00961	0.0849	0
RP11-134K1.3	0	0
CTD-2651B20.5	0	0
EPN2-AS1	0.0766	0.1485
RP11-204P2.3	0	0
RP4-641G12.4	0.1006	0.0418
AC114808.3	0	0.0511
RP11-470L19.2	0	0
SNORA71B	1.9282	3.9791
RP11-397C18.2	0	0
AC007041.2	0.2172	0.5737
TTTY4B	0	0
KRT18P63	1.5373	0.4512
AC016737.1	0	0.0253
AC005808.3	0.1796	0.1159
RP3-339A18.3	0	0
AC010149.4	1.0874	0.2234
RPL29P30	0.0964	0
RP11-667F9.1	0	0
KATNBL1P3	0.0251	0
RP11-282O18.3	0.7402	0.2264
SUMO2P10	0	0.0767
RPS7P13	0	0.0444
RP11-342M3.5	0.4016	0.2161
AC006159.5	0	0.0572
AC083875.2	0	0
ZSWIM5P1	0	0
AC006373.1	0	0
RP5-930J4.5	0	0.0922
AC009960.4	0	0
RP11-91K11.2	0	0
AC064865.1	0	0
DPY19L2P4	0	0.0219
LINC01278	4.6042	3.4869
ESRRAP2	0.0299	0.0869
RP11-214J9.1	0.0278	0.2963
PSMB3P2	0.0738	0
XXbac-B476C20.14	0.1263	0.0612
RP11-74K19.1	0	0
TRAPPC13P1	0	0.0624
LURAP1L-AS1	0.3995	0.0553
RP11-480I12.2	3.6005	2.6738
RP11-142A5.1	0	0
PNPLA4P1	0	0
TOPORS-AS1	5.3832	7.6518
HAUS6P3	0.0206	0
IQCF5-AS1	0	0.011
RPS26P31	0.4587	0.0635
RP5-928E24.2	0.0201	0.0195
TAB3P1	0.0498	0
AC078974.2	0	0
AC007652.1	0	0
RPL10AP5	0.036	0.0348
MRPL50P4	0	0
NEURL1-AS1	0	0
EIF4A1P7	0	0.0362
LINC01372	1.8186	2.5747
AC006946.15	0.101	0.0163
RAB9AP4	0	0
RP11-363D14.1	3.1613	0.7028
UBE2R2-AS1	0.4934	0.3073
RPL21P135	0	0.0279
GYG2-AS1	0	0
RP1-101G11.2	0.0208	0.0302
AC114755.7	0.0274	0.0266
JARID2-AS1	1.3531	0.8738
DBF4P1	0.0723	0.0934
AC097499.1	0	0
LINC01221	0	0
AC092415.1	0	0
RP11-498P14.4	0	0
AC010987.5	0	0
AC012506.4	0	0
AC073046.25	1.1694	1.6425
SNX19P2	0.023	0.0223
RP4-639F20.1	2.4786	0.1091
AC079799.2	0	0
RP11-693N9.2	4.4155	0.8821
RPS2P7	0.8503	2.0965
BX842568.1	0	0
OFD1P18Y	0	0
TAB3-AS2	0	0
RP4-756G23.5	1.9154	0.4329
LLPHP2	0.2303	0.0558
AC011196.3	0	0
AC012075.2	0	0
USP9YP27	0	0
AC009505.2	0.0316	0.1224
RP11-63P12.7	0	0
RP11-343J3.5	0	0
FTLP1	0.0867	0.042
RP5-1028L10.2	0	0
HIPK1-AS1	0.229	0.0787
AGAP1-IT1	0	0
AC087294.2	0.1952	0.349
RP11-383H13.1	0.0073	0.0457
LINC00402	0	0
RP11-284P20.3	0	0
FECHP1	0	0
RP11-532N4.2	0	0.0043
AC009411.2	0	0
RP1-230L10.1	0.0317	0
MTND1P33	0	0
RPS11P1	0.0964	0
RP11-230B22.1	0.3342	0.0719
AC087499.5	0.034	0
NDUFB11P1	0	0
AC073551.1	0.0273	0
EIF1P2	0	0
ANKRD26P2	0	0
RPL6P27	5.3346	8.8404
AC005822.1	0.4411	0.3845
SUMO1P4	0.0755	0
RP11-1198D22.1	0.0539	0.1044
NOP56P1	0.9195	0.7125
AC002310.12	0.674	0.943
RP11-334A14.8	0	0.0118
AP000477.2	0	0
RP11-86H7.7	0	0.0292
NFAM1	0.1842	1.4581
LINC00533	0	0
SNX18P14	0	0
RP11-555H7.2	0	0
RP3-412A9.12	0	0
AC073150.6	0.1052	0.1223
RP4-800F24.1	0	0.06
AC092580.4	0	0
XXbac-B33L19.4	0	0
AC007283.4	1.0418	0.6727
GS1-111G14.1	0	0.1052
RP11-448G4.2	0.3382	0.234
AC007562.1	0.1323	0
AC008268.1	0	0
AC011247.3	0.9787	1.0428
GAPDHP65	0.1587	0.6148
GNAS-AS1	0.0624	0
GS1-600G8.4	0	0
RBMS3-AS1	0	0
RP11-380D15.2	0	0
GAPDHP23	0	0
LINC01102	0	0.013
RRM2P4	0	0
BARX1-AS1	0	0
POU5F1P3	0.9519	0.963
RP5-827C21.1	1.4577	3.1267
AK4P6	0.0432	0
NKX1-1	0	0
AF127936.9	0.0154	0.0335
AC013448.2	0	0
RP1-158P9.1	0	0
NSRP1P1	0.1078	0.0652
AJ239322.1	0	0.01
ST13P2	0	0.0398
XXbac-B476C20.10	0	0
FAM21EP	0.2773	0.1733
RPL36AP33	0.0736	0
AC020743.4	0.0633	0.0614
LINC00494	4.2525	5.4275
OR7E110P	0	0
RP11-203P2.2	0	0
KRT18P66	0	0.0174
SNRPFP4	0	0.0913
TNR-IT1	0	0
AC090952.5	0	0.1981
RNF148	7.9915	1.2196
AC016644.1	0.7881	0.1527
NUS1P1	5.3517	3.456
RP11-457D2.3	0	0
MTND6P14	0	0
AC002069.6	0	0
AC092646.1	0	0
LINC00484	0.0555	0.0299
PTP4A1P5	0	0
RP1-69M21.2	0	0.0172
AC010095.7	0.1784	0.1728
RP11-242G20.1	0	0.0767
MTND1P2	0.0278	0.1614
RP1-172B20.6	0	0
MXRA5Y	0.0029	0.0083
AC064850.4	0.1468	0.0632
RP11-545I5.3	1.167	0.5706
AC007253.1	3.0267	0.0497
H3F3AP4	44.3297	62.0192
RPL36P18	0	0
RP11-374M1.5	0.4155	0.0503
LINC00345	0	0
MIR670HG	0	0
SAPCD1-AS1	1.6323	1.0062
LINC00298	0.0437	0.0169
AC004593.3	0	0.0277
RPL21P40	0.5193	0.3201
AC090286.2	0.1554	0.4515
RP11-109P14.8	0.099	0.4156
LDHAP2	0.1158	0
NPM1P26	2.3483	0.7183
OR5AN2P	0	0
RP11-449I17.9	0	0
AC008746.5	3.8702	3.7489
AC018442.1	0	0.0322
RP11-126D17.1	0	0
PPIAP20	0.3378	0.3272
LINC00993	0	0
AC116614.1	0	0
AP000351.13	0	0
CUBNP3	0	0
AC006987.5	0	0
RP11-395P16.1	0.0738	0.2144
PA2G4P2	0	0.0552
CXorf51B	0	0
CYCSP52	0.8091	0.4988
PCBP2P1	0	0.1356
LINC00894	3.4981	1.2087
RP11-342M3.2	0	0
DICER1-AS1	4.5581	4.7714
RP11-323A7.1	0	0
RP5-1097F14.3	0	0.0164
ANKRD34C	0	0
RP4-604G5.3	0	0
KRT18P46	0	0
DPP10-AS2	0	0
MFRP	0	0
AC010141.1	0	0
RP11-340I6.6	0.0841	0.0489
AC013268.3	0.0098	0
AC009299.2	1.7731	0.2391
AC007389.3	0.0275	0.0133
AC010148.1	0	0
AC007349.5	0	0.0253
RP11-29O6.2	0	0
OR2AF1P	0	0
AC124997.1	0.0183	0.0089
RP3-522P13.3	0	0
HMGN1P36	1.3008	0.2224
RPL7AP72	0	0
RP1-10C16.1	0	0
TRIM60P19	0	0
RP11-419M24.2	0	0
RP11-436I24.1	0.0134	0.026
RP5-866L20.1	0	0
RP11-5G18.2	0	0
RP11-439H9.1	0	0
CTBP2P2	0	0.0166
RP11-32D17.4	0.0814	0.2367
RP11-634B7.4	0	0
KIAA0040	53.6723	42.9805
MAGI2-IT1	0	0
RP11-339A11.1	0	0
ARHGAP42P3	0	0
HCG2040054	0.5985	0.2609
RP11-293G6__B.2	0	0
SNRPGP5	0.2073	0.1004
BRD7P5	0.0125	0.0364
LINC00607	0.3728	0.1295
AP001625.6	2.776	1.2293
AC023347.1	0	0
AC063976.2	0	0
AC000089.3	0.9964	1.1306
DPYD-AS2	0.0702	0.0454
AC130360.8	0	0
AC079779.5	0.0138	0
USP17L27	0	0
XXbac-BPG249D20.9	0.4019	0.2336
RP3-333A15.1	0	0
HNRNPA1P29	0	0
AL109767.1	0	0
ZNRF3-IT1	0	0
RP11-219I21.1	0.095	0.092
RP11-73M7.6	0.2058	0.0399
RP5-837O21.6	0	0
RP11-421L21.2	1.2234	0.7571
RP11-402G3.6	0	0
HCFC1-AS1	1.3682	0.2524
RP11-343J3.6	0	0
RP4-535B20.2	0	0
SOCS5P3	0	0
RP4-646N3.1	0.0773	0
MYL6P2	0.1051	0.2036
RP11-550A9.1	0	0
RP11-510N19.3	0	0
ADAM21P1	0	0.0287
RP11-308B5.2	0	0
RP1-125N5.2	0	0
PRELID1P3	0.0709	0
RP11-543E8.2	0.1129	0
VN1R17P	0.0418	0
RP11-359J6.1	0	0
RP5-1022P6.5	0.0964	0.1868
IFITM4P	0.3258	0.4733
LINC01073	0	0
OLMALINC	6.2214	10.3991
LINC00837	0	0.0045
FAM90A9P	0	0
TUBB8P9	0	0
RPL36AP26	0.1434	0.2084
TBCAP2	0	0
SRGAP3-AS4	0	0.0586
BHLHE40-AS1	0.0755	0.0163
CNN2P3	0	0
AC159540.14	0.1109	0.0215
RP1-60N8.1	0.0147	0.0142
AC124944.4	0	0
AC073333.8	0.4575	1.0567
HSP90AB7P	0	0
AC012363.13	0	0.0796
RP13-16H11.5	0.094	0
RP11-272D20.2	0	0.0388
LDHAP7	0.0236	0.206
RMDN2-AS1	0.0208	0.0067
HS6ST2-AS1	0	0
AC005540.3	5.0866	1.6104
OR7E145P	0	0
CTBP2P1	0	0
RP11-36D19.8	0	0
AC006978.6	13.3048	15.6623
AC005237.2	0.3124	0.1009
RP11-338C15.5	0.0205	0.1489
B3GALT4	6.8622	3.6564
HSPA8P6	0.0147	0.0285
GSN-AS1	0.0527	0.0603
GAPDHP31	0	0
RP1-102G20.4	0.0683	0.0661
AC062016.3	0	0
RP11-335O4.3	0.088	0
ARHGEF7-AS2	0.0736	0
FEM1AP4	0	0
FAR1P1	0.0488	0.0473
RP11-59O6.3	0.0562	0.2176
AC114776.3	0	0
LINC00941	0.0308	0.0299
AC023115.2	0	0
RP4-672N11.1	0	0
RP11-763B22.6	0	0
AF064858.8	0	0.0782
TSPEAR-AS1	0	0.0469
PKMP2	0.0136	0.0132
RP11-460E7.8	0	0
AC010154.2	0	0
TM4SF19-AS1	0.2989	0.7756
LINC01564	0.0403	0
RP11-342F21.1	0	0
RP11-626E13.1	0	0.0357
CPB2-AS1	0.0058	0.0279
RBMS3-AS3	0	0
RP4-580O19.2	0.1549	0.09
RHOA-IT1	1.3673	1.3672
APOA1-AS	0.8506	0.4316
AC019055.1	0	0
RP1-159A19.3	2.4941	1.4956
MACROD2-AS1	0	0
RP13-444K19.1	0	0.1044
RP11-39K24.14	0.5365	0.3573
ASH1L-AS1	2.8857	1.3702
AC073109.2	0	0
RP11-323C15.1	0	0
ZNRF2P3	0.061	0
RP13-650G11.1	0	0
NEXN-AS1	0.1094	0.0385
TPT1P14	0	0
HSPE1P12	0	0
LINC01553	0	0
RP11-250H24.6	0	0
RP5-1185H19.2	0	0
AC007405.8	0	0
AC008280.1	0.2214	0.1072
RP11-123B3.2	0	0.0508
MTND1P21	0	0
LCE6A	0	0
TMEM212-IT1	0	0
ZNF815P	0.8109	0.8416
AC002543.2	0.0467	0.0113
LL0XNC01-240C2.1	0.4597	0.0891
EGOT	0.0156	0
AC061961.2	2.5864	0.1023
AC009965.1	0	0
TTC28-AS1	3.1386	3.271
CICP20	0	0.0079
COX7CP1	1.4252	3.1062
UBOX5-AS1	0.54	0.1852
AC009237.17	0	0
PNMA6A	0.031	0.61
RP11-462L8.2	0.1725	0.0836
MCCD1P1	0.5562	0.2694
FXYD6P2	0	0.2301
AP000431.1	0	0
COX5BP3	0.1864	0
AC079112.1	0	0
CHEK2P4	0	0
RP11-472G23.10	0	0
VN2R19P	0.0434	0.147
RP1-106C24.1	0	0
RP1-197J16.1	0	0
AC018816.3	0.164	0.053
AC004448.5	0	0.0053
AC023274.4	0	0
AC007875.3	0	0.1719
GPC5-AS1	0.0989	0.0958
RP11-495P10.4	0	0
MORC2-AS1	0.3554	0.3442
RP11-553N16.5	0	0.0525
RP11-143H17.1	0	0.0293
GRAMD4P2	0	0
AC007559.1	0	0
RP3-470B24.5	0.0148	0
UBE2V1P6	0.054	0.0523
RP11-97N19.2	0	0
AC109642.1	0.1004	0
TAAR7P	0	0
AC007050.17	0	0.0339
RP4-800M22.4	0	0
RP11-438P9.1	0.0517	0
AC105921.5	0	0.0444
AC011747.4	0.1197	0.1356
RP11-293F5.1	0	0
HIGD1AP12	0.0811	0.0786
RP3-332B22.1	0	0
AC011290.5	0.7481	0.7783
ASMTL-AS1	8.9162	3.1767
RP4-814D15.1	0.3275	0.1153
RP11-195C7.1	0.512	0.1907
RP11-160E2.16	0	0
PRRX2-AS1	0	0
RP11-463J7.1	0	0
AC009237.14	0	0
PATE3	0	0
RP11-323C15.2	0	0
LINC01036	0.6113	0.1802
RP11-269F20.1	0.2733	0.0588
OR5H14	0	0
RP11-90O23.1	0.2303	0.0837
LINC00445	0	0
AC019117.2	0	0.0986
CHIAP1	0.0229	0
COX6CP18	0	0
RP1-203C2.2	0	0
FABP5P2	0	0.0541
RP3-467K16.7	0	0
AC004920.3	0	0.0458
AC073410.1	0.3484	0.3
AC013470.6	0	0.0185
AC104777.2	0	0.0175
MYCBP2-AS1	0.209	0.2351
LL22NC03-86D4.1	0	0
LINC01067	0.0343	0
LL22NC03-104C7.1	0	0
GAPDHP14	0	0.0236
RP11-215A21.2	1.163	0.7242
HSPB1P1	0.9798	6.73
GSTM5P1	0.0345	0
RP6-191P20.4	0	0
RP1-117O3.2	0.0271	0.0263
RP11-389O22.1	0.6719	0.9356
AC016561.1	0	0
RP5-1011O1.3	0.0333	0
RP11-281B1.2	0	0
RP11-487E1.2	0.3966	0.3841
RP11-121P10.1	0	0
LINC01072	0	0
RP11-232D9.2	0	0
LINC01447	0	0.032
RP1-32I10.11	0	0
YAP1P2	0	0
ELFN1-AS1	0.0461	0.4243
RP11-217L21.1	0	0
OR13E1P	0	0
ACTG1P4	0	0
HMGN2P28	0.6963	0.5901
COX10-AS1	1.6424	1.5191
LDHAP3	0	0.1753
RP3-473B4.3	0	0.023
LINC00545	0.0555	0.0537
RP11-49O14.2	0.0293	0.1985
BNIP3P2	0	0
RP11-148B18.4	0	0
AC013403.13	0	0
RAC1P7	0	0
RP4-639J15.1	0	0
ZBTB22	26.9572	10.6393
AC000110.1	0	0.0378
AC010729.2	0	0
AC010127.3	0	0.0041
RP11-383G10.1	0	0
AC013402.3	0	0
OR2AM1P	0	0
RP11-630I5.1	0.1005	0.2919
RP11-517P14.7	0.0116	0
RP11-62C3.6	0	0.597
AC064853.2	0	0
RP4-754E20__A.5	0	0
LL22NC03-30E12.10	0	0.1572
AP000688.15	0	0
RP11-733O18.1	0.3271	0.2263
HAUS6P2	0	0
CEACAMP11	0	0
HMGN2P23	0.3391	0
USP17L4	0	0
CT47A3	0	0
AP002856.4	0	0
PTCSC2	0	0
MED13P1	0	0
CTA-440B3.1	0.1912	0.1389
LINC01069	0.0418	1.0518
ADORA2BP1	0	0
RP11-27K13.3	0.5273	0.0795
DUX4L26	0.0182	0.0176
RP11-89F3.2	0	0.1159
AC013727.2	0	0
TMEM147-AS1	5.4391	9.1781
AC079988.3	0	0
RP11-65J3.6	0	0
AC114752.2	0.1661	0.0805
RP5-1100I6.1	0.0427	0
MRPS36P1	0.0743	0.3597
AC104076.3	0.086	0
RP11-343J3.2	0	0.0878
RP11-231P20.2	0.2144	0.1661
CHCHD4P3	0	0
RFC3P1	0	0
RP3-343K2.4	0	0
GS1-541M1.2	0	0
AC092687.3	0	0
RP11-268F1.3	0	0
PRADC1P1	2.8666	0.8835
RP3-523C21.2	0	0.0592
GAPDHP57	0	0
RP5-831C21.1	0	0
LINC00418	0	0
IGHD1-1	118.0384	42.8773
RP11-501J20.3	0	0
MIR7515HG	0.0032	0.0031
RP1-182D15.2	0	0
SSU72P6	0	0
LINC00353	0	0
RP13-221M14.4	0	0
RP11-163G10.4	0.0542	0.3148
RP11-297K7.1	0	0.0293
TCEA1P4	0.9997	0.5758
HNRNPDLP3	0	0
GJA6P	0	0
PRKX-AS1	0.0884	0.0856
RPL18AP15	0.0882	0.0854
RP3-431C21.1	0	0
RPS15AP25	0.0585	0.0566
RP11-105N14.3	0	0
AC003104.1	0.0457	0.0295
RNMTL1P2	0	0
AC002429.5	0	0
AC104395.2	0	0.0136
RP11-264I13.2	10.2613	11.3071
KDM4A-AS1	0.9919	0.652
GRM7-AS1	0	0.1743
LINC01376	0.6234	0.1416
RP3-406C18.1	0	0.022
RP11-306I1.2	0.4171	0.0449
C10orf71-AS1	0	0
AC104135.2	0.6276	0.4632
AC068137.5	0	0
AC009262.2	0	0
AC006369.2	0	0.1209
PPP1R11P1	0.1819	0
C1DP2	0	0
RP11-645N11.3	0.0685	0
VEZF1P1	0.0296	0
RP11-400N13.1	0.0338	0.0654
AC017048.2	0	0
AC004112.7	0	0.02
AC091132.1	0.7117	0.4309
LA16c-13E4.3	0	0
AC093106.4	0.1943	0.1883
GPC5-IT1	0	0
RP11-744O11.2	0.0133	0.0129
MYO16-AS1	0	0.0381
RPL6P29	0	0
RP4-799P18.3	0	0
AC073135.4	0	0
AC104389.32	0.097	0.188
RP11-15J10.8	0	0
SLC25A3P1	0.0072	0
MTND4P14	0.421	0.2936
AC009404.2	1.5621	4.0443
DIAPH2-AS1	0.0395	0.0287
EI24P2	0.0424	0.0616
TIMM8BP1	0	0
AC017083.2	0	0
RP11-368M16.6	0	0
SHANK2-AS2	0	0
RP11-263K19.6	0	0
RPL26P30	0.1061	0.1027
RP3-467L1.4	0.6868	0.4258
AP006216.5	0	0
LINC01361	0.1869	0
ENO1-IT1	0.2758	0.4453
Z82214.3	0.1288	0
RP4-728D4.3	0.0227	0.022
NDP-AS1	0	0
NIPA2P5	0	0
PEBP1P3	0.0416	0.2015
CLEC2L	0	0.0262
AC114737.3	0	0
AC093106.5	0.09	0.0436
AC013463.2	0.5082	0.0882
VN1R31P	0	0
NPM1P8	0.0272	0.0264
ZBED5	14.7086	10.8741
GACAT3	0	0
EEF1GP7	0.1622	0.0314
RP5-1099E6.3	0	0.0316
AC007563.1	0	0
GUSBP5	1.5568	1.7658
RP11-175P19.2	0.5676	0.1195
RP11-340I6.7	0.0123	0
AC013437.4	0	0
MRGPRG-AS1	0	0
RP11-540N6.1	0	0
AP001189.4	0.1439	0.1239
RP11-126L15.4	0.618	1.3169
LINC01241	0	0.0152
EEF1E1P1	0.2121	0.1541
RP11-316M21.7	2.446	1.2993
RP11-508N22.10	0	0
AC005027.3	0	0.0572
TLX1NB	0.0121	0
RPL34P34	0.1932	0.3744
VN1R53P	0.0953	0
OR7E109P	0	0
RP11-348H3.5	0	0.2301
AC019117.1	0	0
CTD-2033D24.2	0.0406	0.0393
SLFN14	1.2313	0.237
BMP6P1	0.0336	0
RP3-403L10.3	0.3678	0
AC005300.5	0.1223	0.0592
RP3-486I3.5	0	0
RP11-759F5.1	0	0
RPL5P9	0.2831	0.2244
AP001605.4	0	0
TRHDE-AS1	0.0026	0.0025
PPIAL4G	0	0.0057
RP4-591L5.1	0	0
RP3-430A16.1	0	0
FMR1-IT1	5.3849	1.8675
POM121L13P	0	0
AC000099.1	0	0
RP5-1103B4.3	0	0
EI24P4	0	0
RP11-59D5__B.2	0.0314	0.0304
RP11-346D19.1	0.2674	0
PSMC1P10	0.0516	0
SUCLG2P2	0.1759	0.1193
AC005220.3	0.5159	0.025
LINC00437	0	0
RP3-503A6.2	0	0
AC079584.2	0	0
EI24P1	0	0
RP5-827C21.2	0.4449	0.0539
OR51B8P	0	0
RP11-334A14.2	0.1817	0.044
GAGE12F	0	0
RP11-525G13.2	0.3922	1.2099
RP5-849L7.1	0	0
RP11-440G9.1	0	0
CT47A1	0	0
RP5-865N13.1	0	0
RP11-15K3.1	0.0232	0
POU5F1P5	0.0693	0
RP11-470F18.1	0	0
AC084809.3	0.3118	0.2588
RP11-394G3.2	0	0
ZNF736P4Y	0	0
VENTXP7	0	0
KRTAP10-13P	0	0
LINC00854	1.1939	1.1208
LINC00479	0	0.0104
RP11-114M1.2	0	0
AC009518.3	0	0
RP11-307O10.1	0	0
ITCH-AS1	0.0763	0.0739
RP1-287H17.1	0.3436	0.2378
RP11-25B7.1	0.0394	0
AC092573.2	0	0
AC100848.1	0	0
RP11-320G24.1	0	0.0071
RP11-229P13.15	0	0
AC093106.6	0	0
SLC35G4	0	0.0434
DDX11L2	1.1092	0.5688
TAS2R39	0	0
KRTAP21-4P	0	0
SLC4A1APP2	0	0
RP11-447M12.2	0	0
VLDLR-AS1	0	0.0377
UBQLN1P1	0	0
HMGB1P18	0	0
RP11-476H24.1	0	0
NRADDP	0.594	0.7672
NDUFAF4P3	0	0
RP11-132N15.2	0	0
RP13-24G8.2	0	0.096
AC004535.2	0.0508	0.0492
CTSLP1	0	0.022
CHCHD3P1	0	0.0327
LINC01134	0.1459	1.6305
TSPY10	0	0
AC090018.1	0.3115	0
